model_type,current_condition,selected_debate_id,debate_label,current_experiment_id,use_distinct_agents,speaking_mode,pro_count,seed,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,convergence_rate_sd,confidence_threshold_sd,repulsion_threshold_sd,repulsion_strength_sd,convergence_cycle,initial_variance,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs
clustering,heterogeneous,1,M3,clst_dist_speak,true,true,0,8636175130330607600.0,0,0.2,0.2,0.0,0.0,0.05,0.3,0.0,0.0,20,0.01298893430105449,0.1028968124826251,0.00062341742988345,0.0003425871761429,2,3,0.0,0.0
bipolarization,homogeneous,8,H6,bipol_ndist_nospeak,false,false,0,7139002048363152400.0,0,0.3,0.4,0.8,0.3,0.05,0.1,0.1,0.05,15,0.00799629200960219,0.03777838012483727,0.00000105073596964,0.00000000716616687,1,3,0.4,0.0
clustering,heterogeneous,3,M17,clst_dist_nospeak,true,false,0,7139002048363152400.0,0,0.1,0.5,0.0,0.0,0.05,0.2,0.0,0.0,15,0.02156627616074153,0.11380677653433961,0.0030993553284601,0.00155460093957647,3,4,0.0,0.0
bipolarization,heterogeneous,2,M11,bipol_dist_speak,true,true,0,7240713591891685400.0,0,0.5,0.4,0.7,0.2,0.1,0.1,0.3,0.2,15,0.02762263629008065,0.16926412774659455,0.00000002485143693,0.00000000009331601,1,2,0.29999999999999993,0.0
bipolarization,heterogeneous,1,M3,bipol_dist_nospeak,true,false,0,8636175130330607600.0,0,0.3,0.1,0.7,0.2,0.1,0.3,0.2,0.0,15,0.01298893430105449,0.06078169370885415,0.00822848664108791,0.00536084099080894,3,3,0.6,0.0
bipolarization,heterogeneous,3,M17,bipol_ndist_nospeak,false,false,0,7240713591891685400.0,0,0.1,0.2,0.5,0.3,0.05,0.1,0.1,0.05,15,0.02156627616074153,0.04732308268083302,0.01991142602526108,0.02142516569381613,2,4,0.3,0.0
clustering,homogeneous,10,H13,clst_dist_speak,true,true,0,7139002048363152400.0,0,0.05,0.8,0.0,0.0,0.05,0.1,0.0,0.0,15,0.0147495766889575,0.03019661156117256,0.0094634221295244,0.00810297054245924,2,2,0.0,0.0
bipolarization,heterogeneous,2,M11,bipol_dist_speak,true,true,0,4692690466958798800.0,0,0.5,0.4,0.7,0.2,0.1,0.1,0.3,0.2,15,0.02762263629008065,0.21154927303327548,0.00000008509583818,0.00000000027776936,1,2,0.29999999999999993,0.0
clustering,heterogeneous,11,M32,clst_dist_speak,true,true,0,7139002048363152400.0,0,0.4,0.3,0.0,0.0,0.1,0.2,0.0,0.0,15,0.01825134435490018,0.0974787901140387,0.00140649191871763,0.00026205713835577,2,5,0.0,0.0
bipolarization,homogeneous,7,H10,bipol_dist_nospeak,true,false,0,7139002048363152400.0,0,0.5,0.1,0.5,0.2,0.05,0.1,0.1,0.1,15,0.01442893048172917,0.09721876305103283,0.01514307912469453,0.02118607679395953,3,4,0.4,0.0
bipolarization,heterogeneous,2,M11,bipol_dist_speak,true,true,0,6905470370856337400.0,0,0.5,0.4,0.7,0.2,0.1,0.1,0.3,0.2,15,0.02762263629008065,0.21150208592052222,0.00000005944252649,0.00000000065510138,1,2,0.29999999999999993,0.0
bipolarization,homogeneous,12,H16,bipol_ndist_speak,false,true,0,6905470370856337400.0,0,0.3,0.1,0.7,0.1,0.05,0.1,0.1,0.05,15,0.00525953551287914,0.02650798016049388,0.00546838533205336,0.00546119034313718,2,2,0.6,0.0
clustering,heterogeneous,11,M32,clst_dist_speak,true,true,0,4692690466958798800.0,0,0.4,0.3,0.0,0.0,0.1,0.2,0.0,0.0,15,0.01825134435490018,0.1025054264607818,0.00048054646647941,0.00011580456013019,1,5,0.0,0.0
bipolarization,heterogeneous,3,M17,bipol_dist_speak,true,true,0,7240713591891685400.0,0,0.1,0.1,0.7,0.1,0.2,0.0,0.1,0.2,20,0.02156627616074153,0.03732190697085377,0.02275895360183048,0.01998983233539476,4,4,0.6,0.0
bipolarization,heterogeneous,3,M17,bipol_ndist_nospeak,false,false,0,7139002048363152400.0,0,0.1,0.2,0.5,0.3,0.05,0.1,0.1,0.05,15,0.02156627616074153,0.04732308268083302,0.01991142602526108,0.02142516569381613,2,4,0.3,0.0
bipolarization,heterogeneous,3,M17,bipol_dist_speak,true,true,0,6905470370856337400.0,0,0.1,0.1,0.7,0.1,0.2,0.0,0.1,0.2,15,0.02156627616074153,0.0377642376828134,0.0206969179119644,0.01876391540570238,4,4,0.6,0.0
bipolarization,homogeneous,7,H10,bipol_dist_nospeak,true,false,0,4692690466958798800.0,0,0.5,0.1,0.5,0.2,0.05,0.1,0.1,0.1,15,0.01442893048172917,0.09721876305103283,0.01514307912469453,0.02118607679395953,3,4,0.4,0.0
bipolarization,homogeneous,12,H16,bipol_ndist_speak,false,true,0,7139002048363152400.0,0,0.3,0.1,0.7,0.1,0.05,0.1,0.1,0.05,15,0.00525953551287914,0.02665743796419758,0.00488232387693684,0.00480679148861277,2,2,0.6,0.0
clustering,heterogeneous,3,M17,clst_dist_nospeak,true,false,0,7240713591891685400.0,0,0.1,0.5,0.0,0.0,0.05,0.2,0.0,0.0,15,0.02156627616074153,0.11380677653433961,0.0030993553284601,0.00155460093957647,3,4,0.0,0.0
bipolarization,homogeneous,8,H6,bipol_ndist_nospeak,false,false,0,7240713591891685400.0,0,0.3,0.4,0.8,0.3,0.05,0.1,0.1,0.05,15,0.00799629200960219,0.03777838012483727,0.00000105073596964,0.00000000716616687,1,3,0.4,0.0
clustering,heterogeneous,2,M11,clst_dist_speak,true,true,0,7240713591891685400.0,0,0.05,0.7,0.0,0.0,0.2,0.2,0.0,0.0,25,0.02762263629008065,0.10528851706408623,0.00874154388519319,0.00556267886163431,3,2,0.0,0.0
clustering,heterogeneous,3,M17,clst_dist_nospeak,true,false,0,4692690466958798800.0,0,0.1,0.5,0.0,0.0,0.05,0.2,0.0,0.0,15,0.02156627616074153,0.11380677653433961,0.0030993553284601,0.00155460093957647,3,4,0.0,0.0
bipolarization,homogeneous,12,H16,bipol_ndist_speak,false,true,0,7240713591891685400.0,0,0.3,0.1,0.7,0.1,0.05,0.1,0.1,0.05,15,0.00525953551287914,0.02629446901234574,0.00476839557073648,0.00464062908459363,2,2,0.6,0.0
bipolarization,heterogeneous,2,M11,bipol_dist_speak,true,true,0,8636175130330607600.0,0,0.5,0.4,0.7,0.2,0.1,0.1,0.3,0.2,15,0.02762263629008065,0.16926557410134369,0.00000004435142089,0.000000000070323,1,2,0.29999999999999993,0.0
bipolarization,heterogeneous,4,M19,bipol_ndist_nospeak,false,false,0,6905470370856337400.0,0,0.05,0.3,0.8,0.2,0.05,0.1,0.1,0.05,15,0.0271135913655264,0.03672968093312864,0.01077540330205195,0.00366021249426407,3,3,0.5,0.0
bipolarization,homogeneous,8,H6,bipol_ndist_nospeak,false,false,0,4692690466958798800.0,0,0.3,0.4,0.8,0.3,0.05,0.1,0.1,0.05,15,0.00799629200960219,0.03777838012483727,0.00000105073596964,0.00000000716616687,1,3,0.4,0.0
bipolarization,homogeneous,12,H16,bipol_dist_speak,true,true,0,7139002048363152400.0,0,0.5,0.3,0.7,0.3,0.05,0.2,0.3,0.0,15,0.00525953551287914,0.08831462367549937,0.00000000011033077,0.0000000000000347,1,2,0.39999999999999997,0.0
bipolarization,homogeneous,12,H16,bipol_dist_speak,true,true,0,7240713591891685400.0,0,0.5,0.3,0.7,0.3,0.05,0.2,0.3,0.0,15,0.00525953551287914,0.0943139903328949,0.00000000019068202,0.00000000000004549,1,2,0.39999999999999997,0.0
